# Copyright (C) 1991-2013 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II 64-Bit Version 13.0.1 Build 232 06/12/2013 Service Pack 1 SJ Full Version
# File: D:\Altera DE2-35\DE2_v2.0.4_SystemCD\DE2_demonstrations\DE2_Default\DE2_Default.csv
# Generated on: Mon Nov 26 19:49:00 2018

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved,Current Strength,Differential Pair
LED[0],Unknown,PIN_AE22,7,B7_N0,,,,
LED[1],Unknown,PIN_AF22,7,B7_N0,,,,
LED[2],Unknown,PIN_W19,7,B7_N0,,,,
LED[3],Unknown,PIN_V18,7,B7_N0,,,,
LED[4],Unknown,PIN_U18,7,B7_N0,,,,
LED[5],Unknown,PIN_U17,7,B7_N0,,,,
LED[6],Unknown,PIN_AA20,7,B7_N0,,,,
LED[7],Unknown,PIN_Y18,7,B7_N0,,,,
LED[8],Unknown,PIN_Y12,8,B8_N0,,,,
LED[9],Unknown,PIN_AE23,7,B7_N0,,,,
#LEDR[0],Unknown,PIN_AE23,7,B7_N0,,,,
#LEDR[1],Unknown,PIN_AF23,7,B7_N0,,,,
#LEDR[2],Unknown,PIN_AB21,7,B7_N0,,,,
#LEDR[3],Unknown,PIN_AC22,7,B7_N0,,,,
#LEDR[4],Unknown,PIN_AD22,7,B7_N0,,,,
#LEDR[5],Unknown,PIN_AD23,7,B7_N0,,,,
#LEDR[6],Unknown,PIN_AD21,7,B7_N0,,,,
#LEDR[7],Unknown,PIN_AC21,7,B7_N0,,,,
#LEDR[8],Unknown,PIN_AA14,7,B7_N1,,,,
#LEDR[9],Unknown,PIN_Y13,7,B7_N1,,,,
#LEDR[10],Unknown,PIN_AA13,7,B7_N1,,,,
#LEDR[11],Unknown,PIN_AC14,7,B7_N1,,,,
#LEDR[12],Unknown,PIN_AD15,7,B7_N1,,,,
#LEDR[13],Unknown,PIN_AE15,7,B7_N1,,,,
#LEDR[14],Unknown,PIN_AF13,8,B8_N0,,,,
#LEDR[15],Unknown,PIN_AE13,8,B8_N0,,,,
#LEDR[16],Unknown,PIN_AE12,8,B8_N0,,,,
#LEDR[17],Unknown,PIN_AD12,8,B8_N0,,,,
CLK27MHZ,Unknown,PIN_D13,3,B3_N0,,,,
CLK50MHZ,Unknown,PIN_N2,2,B2_N1,,,,
PS2_KBCLK,Unknown,PIN_D26,5,B5_N0,,,,
PS2_KBDAT,Unknown,PIN_C24,5,B5_N0,,,,
I2C_SCLK,Unknown,PIN_A6,3,B3_N1,,,,
I2C_SDAT,Unknown,PIN_B6,3,B3_N1,,,,
AUD_ADCLRCK,Unknown,PIN_C5,3,B3_N1,3.3-V LVTTL,,,
AUD_ADCDAT,Unknown,PIN_B5,3,B3_N1,3.3-V LVTTL,,,
AUD_DACLRCK,Unknown,PIN_C6,3,B3_N1,3.3-V LVTTL,,,
AUD_DACDAT,Unknown,PIN_A4,3,B3_N1,3.3-V LVTTL,,,
AUD_XCK,Unknown,PIN_A5,3,B3_N1,3.3-V LVTTL,,,
AUD_BCLK,Unknown,PIN_B4,3,B3_N1,3.3-V LVTTL,,,

HEX0_D[0],Unknown,PIN_AF10,8,B8_N0,,,,
HEX0_D[1],Unknown,PIN_AB12,8,B8_N0,,,,
HEX0_D[2],Unknown,PIN_AC12,8,B8_N0,,,,
HEX0_D[3],Unknown,PIN_AD11,8,B8_N0,,,,
HEX0_D[4],Unknown,PIN_AE11,8,B8_N0,,,,
HEX0_D[5],Unknown,PIN_V14,8,B8_N0,,,,
HEX0_D[6],Unknown,PIN_V13,8,B8_N0,,,,
HEX1_D[0],Unknown,PIN_V20,6,B6_N1,,,,
HEX1_D[1],Unknown,PIN_V21,6,B6_N1,,,,
HEX1_D[2],Unknown,PIN_W21,6,B6_N1,,,,
HEX1_D[3],Unknown,PIN_Y22,6,B6_N1,,,,
HEX1_D[4],Unknown,PIN_AA24,6,B6_N1,,,,
HEX1_D[5],Unknown,PIN_AA23,6,B6_N1,,,,
HEX1_D[6],Unknown,PIN_AB24,6,B6_N1,,,,
HEX2_D[0],Unknown,PIN_AB23,6,B6_N1,,,,
HEX2_D[1],Unknown,PIN_V22,6,B6_N1,,,,
HEX2_D[2],Unknown,PIN_AC25,6,B6_N1,,,,
HEX2_D[3],Unknown,PIN_AC26,6,B6_N1,,,,
HEX2_D[4],Unknown,PIN_AB26,6,B6_N1,,,,
HEX2_D[5],Unknown,PIN_AB25,6,B6_N1,,,,
HEX2_D[6],Unknown,PIN_Y24,6,B6_N1,,,,
HEX3_D[0],Unknown,PIN_Y23,6,B6_N1,,,,
HEX3_D[1],Unknown,PIN_AA25,6,B6_N1,,,,
HEX3_D[2],Unknown,PIN_AA26,6,B6_N1,,,,
HEX3_D[3],Unknown,PIN_Y26,6,B6_N1,,,,
HEX3_D[4],Unknown,PIN_Y25,6,B6_N1,,,,
HEX3_D[5],Unknown,PIN_U22,6,B6_N1,,,,
HEX3_D[6],Unknown,PIN_W24,6,B6_N1,,,,
HEX4_D[0],Unknown,PIN_U9,1,B1_N0,,,,
HEX4_D[1],Unknown,PIN_U1,1,B1_N0,,,,
HEX4_D[2],Unknown,PIN_U2,1,B1_N0,,,,
HEX4_D[3],Unknown,PIN_T4,1,B1_N0,,,,
HEX4_D[4],Unknown,PIN_R7,1,B1_N0,,,,
HEX4_D[5],Unknown,PIN_R6,1,B1_N0,,,,
HEX4_D[6],Unknown,PIN_T3,1,B1_N0,,,,
HEX5_D[0],Unknown,PIN_T2,1,B1_N0,,,,
HEX5_D[1],Unknown,PIN_P6,1,B1_N0,,,,
HEX5_D[2],Unknown,PIN_P7,1,B1_N0,,,,
HEX5_D[3],Unknown,PIN_T9,1,B1_N0,,,,
HEX5_D[4],Unknown,PIN_R5,1,B1_N0,,,,
HEX5_D[5],Unknown,PIN_R4,1,B1_N0,,,,
HEX5_D[6],Unknown,PIN_R3,1,B1_N0,,,,
HEX6_D[0],Unknown,PIN_R2,1,B1_N0,,,,
HEX6_D[1],Unknown,PIN_P4,1,B1_N0,,,,
HEX6_D[2],Unknown,PIN_P3,1,B1_N0,,,,
HEX6_D[3],Unknown,PIN_M2,2,B2_N1,,,,
HEX6_D[4],Unknown,PIN_M3,2,B2_N1,,,,
HEX6_D[5],Unknown,PIN_M5,2,B2_N1,,,,
HEX6_D[6],Unknown,PIN_M4,2,B2_N1,,,,
HEX7_D[0],Unknown,PIN_L3,2,B2_N1,,,,
HEX7_D[1],Unknown,PIN_L2,2,B2_N1,,,,
HEX7_D[2],Unknown,PIN_L9,2,B2_N1,,,,
HEX7_D[3],Unknown,PIN_L6,2,B2_N1,,,,
HEX7_D[4],Unknown,PIN_L7,2,B2_N1,,,,
HEX7_D[5],Unknown,PIN_P9,2,B2_N1,,,,
HEX7_D[6],Unknown,PIN_N9,2,B2_N1,,,,

