# Copyright (C) 1991-2007 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II Version 7.2 Build 151 09/26/2007 SJ Full Version
# File: D:\v1.21\DE2_70_TOP.csv
# Generated on: Wed Nov 14 23:36:20 2007

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus II software.

From,To,Assignment Name,Value,Enabled
,HEX2_D[6],Location,PIN_AE19,Yes
#,HEX2_DP,Location,PIN_AC19,Yes
,HEX3_D[0],Location,PIN_P6,Yes
,HEX3_D[1],Location,PIN_P4,Yes
,HEX3_D[2],Location,PIN_N10,Yes
,HEX3_D[3],Location,PIN_N7,Yes
,HEX3_D[4],Location,PIN_M8,Yes
,HEX3_D[5],Location,PIN_M7,Yes
,HEX3_D[6],Location,PIN_M6,Yes
#,HEX3_DP,Location,PIN_M4,Yes
,HEX4_D[0],Location,PIN_P1,Yes
,HEX4_D[1],Location,PIN_P2,Yes
,HEX4_D[2],Location,PIN_P3,Yes
,HEX4_D[3],Location,PIN_N2,Yes
,HEX4_D[4],Location,PIN_N3,Yes
,HEX4_D[5],Location,PIN_M1,Yes
,HEX4_D[6],Location,PIN_M2,Yes
#,HEX4_DP,Location,PIN_L6,Yes
,HEX5_D[0],Location,PIN_M3,Yes
,HEX5_D[1],Location,PIN_L1,Yes
,HEX5_D[2],Location,PIN_L2,Yes
,HEX5_D[3],Location,PIN_L3,Yes
,HEX5_D[4],Location,PIN_K1,Yes
,HEX5_D[5],Location,PIN_K4,Yes
,HEX5_D[6],Location,PIN_K5,Yes
#,HEX5_DP,Location,PIN_K6,Yes
,HEX6_D[0],Location,PIN_H6,Yes
,HEX6_D[1],Location,PIN_H4,Yes
,HEX6_D[2],Location,PIN_H7,Yes
,HEX6_D[3],Location,PIN_H8,Yes
,HEX6_D[4],Location,PIN_G4,Yes
,HEX6_D[5],Location,PIN_F4,Yes
,HEX6_D[6],Location,PIN_E4,Yes
#,HEX6_DP,Location,PIN_K2,Yes
,HEX7_D[0],Location,PIN_K3,Yes
,HEX7_D[1],Location,PIN_J1,Yes
,HEX7_D[2],Location,PIN_J2,Yes
,HEX7_D[3],Location,PIN_H1,Yes
,HEX7_D[4],Location,PIN_H2,Yes
,HEX7_D[5],Location,PIN_H3,Yes
,HEX7_D[6],Location,PIN_G1,Yes
#,HEX7_DP,Location,PIN_G2,Yes
